customer_id,age,gender,signup_channel,membership_tier,monthly_visits,avg_discount_rate,online_ad_cost,offline_ad_cost,total_ad_cost,campaign_group,responded,monthly_spend
2686,57,Male,Social Ads,Silver,9,0.255,17.05,1.16,18.21,treatment,0,21.72
2687,37,Male,Organic Search,Silver,14,0.27,11.78,18.16,29.94,control,0,41.63
2688,45,Male,Referral,Silver,9,0.185,14.01,5.13,19.14,control,0,26.56
2689,39,Male,Organic Search,Basic,8,0.307,25.23,4.81,30.04,control,0,27.88
2690,38,Female,Influencer,Gold,23,0.022,2.2,1.16,3.36,treatment,1,37.49
2691,45,Female,Social Ads,Basic,8,0.428,33.78,8.45,42.23,control,0,25.47
2692,37,Male,Social Ads,Gold,11,0.142,4.02,2.93,6.95,treatment,0,19.95
2693,41,Female,Organic Search,Basic,5,0.167,3.96,6.39,10.35,control,0,22.92
2694,37,Female,Social Ads,Gold,18,0.302,12.05,7.19,19.24,control,0,39.1
2695,49,Female,Social Ads,Silver,7,0.215,4.64,1.04,5.68,treatment,1,23.38
2696,31,Female,Influencer,Gold,11,0.168,16.93,2.73,19.66,treatment,0,33.25
2697,55,Female,Influencer,Silver,6,0.032,15.56,10.45,26.01,control,1,30.37
2698,37,Female,Influencer,Silver,9,0.105,9.54,3.61,13.15,control,0,61.3
2699,49,Female,Influencer,Basic,4,0.14,17.82,2.25,20.07,treatment,1,16.32
2700,23,Female,Organic Search,Basic,3,0.073,10.96,3.72,14.68,control,0,31.86
2701,36,Female,Organic Search,Silver,7,0.018,4.02,3.42,7.44,control,0,16.16
2702,43,Female,Social Ads,Basic,9,0.208,9.3,3.61,12.91,treatment,1,17.6
2703,50,Male,Organic Search,Gold,10,0.158,16.94,5.9,22.84,control,0,16.9
2704,51,Female,Influencer,Basic,2,0.341,49.74,5.11,54.85,control,0,32.14
2705,52,Female,Referral,Silver,5,0.173,7.98,16.1,24.08,control,0,32.59
2706,32,Male,Referral,Silver,6,0.071,15.18,1.74,16.92,treatment,0,25.19
2707,39,Male,Influencer,Silver,11,0.27,7.26,3.51,10.77,control,0,27.42
2708,39,Male,Social Ads,Basic,6,0.26,7.93,3.05,10.98,control,0,29.17
2709,38,Female,Influencer,Silver,17,0.151,9.85,0.51,10.36,control,1,46.47
2710,53,Male,Referral,Basic,5,0.167,22.73,1.12,23.85,treatment,0,26.48
2711,52,Female,Organic Search,Silver,6,0.079,10.03,8.43,18.46,control,0,17.87
2712,30,Male,Social Ads,Basic,4,0.095,37.9,5.45,43.35,treatment,1,22.67
2713,36,Male,Organic Search,Basic,7,0.149,19.75,1.92,21.67,control,0,19.97
2714,39,Male,Referral,Basic,4,0.197,18.77,1.41,20.18,control,0,26.15
2715,47,Male,Organic Search,Silver,8,0.134,10.96,0.66,11.62,control,0,31.08
2716,18,Male,Social Ads,Basic,4,0.073,40.0,2.31,42.31,control,0,18.22
2717,42,Male,Referral,Silver,10,0.07,18.63,5.02,23.65,treatment,0,84.03
2718,32,Female,Organic Search,Silver,12,0.209,11.53,1.97,13.5,control,0,19.28
2719,58,Female,Social Ads,Basic,5,0.166,11.95,4.11,16.06,treatment,0,60.33
2720,51,Female,Social Ads,Basic,6,0.147,14.5,3.98,18.48,treatment,1,20.53
2721,47,Female,Organic Search,Basic,11,0.235,36.37,14.58,50.95,control,0,43.34
2722,40,Female,Organic Search,Silver,4,0.114,5.11,11.44,16.55,control,0,48.36
2723,39,Male,Referral,Basic,5,0.11,10.48,4.46,14.94,treatment,0,38.97
2724,23,Female,Influencer,Gold,11,0.203,8.64,0.98,9.62,control,0,39.91
2725,50,Male,Social Ads,Gold,10,0.065,18.19,3.61,21.8,control,0,22.82
2726,41,Male,Referral,Basic,6,0.377,15.7,6.86,22.56,control,0,31.44
2727,31,Female,Organic Search,Basic,9,0.207,18.29,2.24,20.53,treatment,0,58.94
2728,44,Female,Social Ads,Gold,16,0.116,27.14,11.97,39.11,treatment,0,41.35
2729,37,Female,Social Ads,Silver,5,0.101,10.48,0.33,10.81,control,0,39.55
2730,50,Male,Organic Search,Gold,10,0.349,24.92,4.45,29.37,control,0,44.85
2731,37,Male,Social Ads,Basic,6,0.332,6.1,1.72,7.82,treatment,0,32.82
2732,44,Female,Organic Search,Basic,7,0.271,2.3,1.05,3.35,treatment,0,38.62
2733,34,Female,Social Ads,Silver,12,0.124,8.22,5.91,14.13,treatment,1,30.35
2734,35,Male,Influencer,Basic,4,0.191,39.16,3.59,42.75,control,1,40.1
2735,43,Female,Organic Search,Basic,6,0.094,1.44,0.5,1.94,control,0,19.89
2736,38,Female,Organic Search,Basic,8,0.295,2.85,3.46,6.31,treatment,0,56.81
2737,54,Male,Social Ads,Basic,5,0.174,16.88,8.42,25.3,control,0,31.87
2738,19,Female,Organic Search,Silver,8,0.117,3.95,4.09,8.04,control,0,19.68
2739,38,Female,Social Ads,Basic,8,0.149,5.15,13.82,18.97,treatment,0,33.98
2740,23,Female,Referral,Basic,12,0.028,3.42,2.25,5.67,treatment,0,18.6
2741,44,Male,Referral,Basic,2,0.085,16.05,0.82,16.87,treatment,0,38.0
2742,37,Female,Influencer,Basic,12,0.149,6.94,2.89,9.83,control,0,64.6
2743,43,Female,Organic Search,Silver,13,0.083,4.95,4.36,9.31,treatment,1,35.93
2744,59,Male,Social Ads,Basic,5,0.201,10.6,9.68,20.28,control,0,19.13
2745,50,Female,Influencer,Silver,12,0.261,18.9,2.62,21.52,treatment,1,36.65
2746,33,Male,Organic Search,Silver,6,0.259,8.74,11.88,20.62,control,0,34.66
2747,30,Female,Organic Search,Basic,7,0.214,24.33,3.96,28.29,treatment,0,30.08
2748,34,Female,Social Ads,Silver,5,0.063,13.36,0.55,13.91,treatment,0,21.55
2749,39,Female,Organic Search,Basic,8,0.241,30.67,19.57,50.24,treatment,0,26.98
2750,43,Male,Social Ads,Silver,11,0.185,4.57,5.66,10.23,control,0,37.12
2751,50,Male,Organic Search,Silver,7,0.125,7.93,8.22,16.15,treatment,0,35.98
2752,40,Female,Social Ads,Basic,4,0.141,17.23,4.1,21.33,control,0,42.68
2753,32,Female,Social Ads,Basic,4,0.364,6.32,10.89,17.21,control,0,14.5
2754,72,Female,Organic Search,Gold,11,0.037,9.81,2.26,12.07,treatment,1,27.85
2755,39,Male,Organic Search,Basic,3,0.054,7.62,4.91,12.53,control,0,18.92
2756,30,Male,Influencer,Silver,11,0.248,12.97,5.91,18.88,control,1,53.96
2757,36,Male,Organic Search,Basic,4,0.047,14.51,1.22,15.73,treatment,0,20.0
2758,49,Female,Organic Search,Gold,12,0.078,4.49,8.35,12.84,treatment,0,18.88
2759,39,Female,Organic Search,Gold,13,0.205,8.41,2.22,10.63,control,0,19.3
2760,56,Female,Social Ads,Silver,9,0.224,4.29,3.63,7.92,treatment,0,55.47
2761,52,Male,Organic Search,Basic,7,0.207,12.44,8.59,21.03,treatment,0,13.02
2762,23,Male,Influencer,Silver,6,0.061,15.79,8.92,24.71,control,0,37.99
2763,54,Male,Referral,Basic,4,0.383,11.97,1.56,13.53,treatment,0,82.26
2764,63,Male,Organic Search,Silver,8,0.276,13.38,7.67,21.05,control,0,27.4
2765,63,Female,Organic Search,Basic,8,0.201,3.48,1.24,4.72,control,1,17.63
2766,23,Female,Social Ads,Silver,14,0.114,18.44,3.85,22.29,treatment,0,40.32
2767,53,Male,Organic Search,Basic,9,0.12,28.03,1.54,29.57,treatment,0,50.29
2768,47,Female,Referral,Basic,13,0.141,3.92,6.54,10.46,control,1,19.33
2769,41,Male,Referral,Silver,7,0.061,1.96,16.34,18.3,treatment,0,57.24
2770,32,Female,Organic Search,Basic,4,0.287,26.6,3.71,30.31,control,0,37.49
2771,42,Male,Social Ads,Basic,8,0.36,4.45,15.2,19.65,control,0,21.89
2772,41,Female,Organic Search,Silver,5,0.12,0.7,7.37,8.07,control,0,19.86
2773,18,Male,Organic Search,Basic,12,0.15,8.91,0.4,9.31,control,1,25.03
2774,18,Female,Organic Search,Basic,13,0.174,19.32,13.64,32.96,treatment,0,50.03
2775,54,Male,Organic Search,Basic,11,0.164,3.2,10.66,13.86,control,0,32.67
2776,39,Female,Social Ads,Basic,6,0.022,23.62,8.04,31.66,treatment,0,19.04
2777,33,Female,Organic Search,Basic,2,0.276,23.73,1.99,25.72,control,0,23.69
2778,52,Female,Influencer,Silver,6,0.136,5.96,9.22,15.18,control,1,37.08
2779,50,Female,Referral,Basic,9,0.194,0.48,4.23,4.71,treatment,1,33.36
2780,41,Female,Organic Search,Silver,9,0.164,39.32,5.28,44.6,treatment,0,38.66
2781,47,Male,Organic Search,Basic,5,0.211,10.6,1.03,11.63,control,0,29.53
2782,39,Female,Social Ads,Silver,10,0.187,8.03,2.53,10.56,treatment,0,13.03
2783,35,Male,Influencer,Silver,12,0.174,13.41,1.26,14.67,treatment,0,43.03
2784,51,Male,Organic Search,Basic,11,0.375,6.23,3.43,9.66,treatment,0,65.38
2785,38,Female,Influencer,Silver,7,0.176,16.29,3.78,20.07,control,0,19.99
2786,44,Female,Social Ads,Basic,2,0.243,19.08,5.91,24.99,control,0,45.84
2787,30,Female,Social Ads,Basic,11,0.346,3.81,15.47,19.28,control,1,34.4
2788,38,Female,Social Ads,Basic,5,0.457,2.61,4.86,7.47,control,0,28.21
2789,23,Male,Influencer,Basic,5,0.074,9.83,7.26,17.09,treatment,1,38.07
2790,36,Male,Organic Search,Silver,9,0.13,4.3,18.37,22.67,control,0,20.77
2791,52,Male,Organic Search,Silver,9,0.043,10.14,12.12,22.26,control,1,19.01
2792,47,Female,Social Ads,Silver,8,0.02,26.2,3.16,29.36,control,0,24.04
2793,20,Female,Organic Search,Basic,7,0.12,15.87,4.26,20.13,control,0,38.14
2794,33,Female,Organic Search,Silver,11,0.019,40.22,6.68,46.9,control,0,24.99
2795,36,Male,Influencer,Basic,7,0.167,7.62,1.02,8.64,control,1,26.74
2796,33,Female,Social Ads,Silver,7,0.124,9.19,1.32,10.51,control,0,20.87
2797,33,Male,Organic Search,Basic,18,0.046,5.14,3.01,8.15,treatment,0,18.74
2798,43,Female,Organic Search,Silver,6,0.025,10.93,12.48,23.41,treatment,0,34.88
2799,40,Female,Referral,Basic,3,0.146,9.24,1.61,10.85,treatment,0,23.39
2800,44,Male,Organic Search,Basic,7,0.2,3.84,4.79,8.63,treatment,0,20.85
2801,53,Male,Organic Search,Silver,6,0.029,1.59,8.51,10.1,treatment,0,22.29
2802,32,Male,Social Ads,Basic,4,0.08,8.5,1.76,10.26,treatment,0,12.01
2803,42,Male,Social Ads,Silver,10,0.122,7.43,5.47,12.9,treatment,0,25.68
2804,29,Female,Social Ads,Gold,15,0.227,3.12,9.22,12.34,control,1,20.12
2805,46,Male,Organic Search,Silver,6,0.336,1.48,0.89,2.37,treatment,0,38.2
2806,33,Male,Social Ads,Basic,6,0.156,27.83,10.56,38.39,treatment,0,10.54
2807,47,Female,Social Ads,Gold,10,0.056,26.89,6.46,33.35,control,1,24.75
2808,43,Male,Organic Search,Gold,12,0.138,16.13,0.79,16.92,control,0,26.4
2809,48,Male,Organic Search,Basic,10,0.12,7.76,5.45,13.21,treatment,0,29.76
2810,30,Female,Referral,Silver,5,0.266,8.26,9.87,18.13,treatment,0,16.55
2811,43,Female,Social Ads,Basic,8,0.105,8.38,7.13,15.51,control,0,15.55
2812,31,Female,Organic Search,Basic,8,0.387,5.15,8.58,13.73,control,0,59.53
2813,27,Male,Referral,Basic,2,0.213,16.15,8.32,24.47,treatment,1,30.25
2814,51,Female,Social Ads,Silver,6,0.273,5.94,22.3,28.24,control,0,24.01
2815,54,Female,Organic Search,Silver,10,0.349,33.06,5.7,38.76,control,0,58.42
2816,39,Male,Referral,Basic,5,0.139,13.21,1.59,14.8,control,1,59.69
2817,56,Female,Influencer,Basic,7,0.109,2.78,6.48,9.26,control,0,51.8
2818,42,Male,Organic Search,Basic,5,0.367,14.84,5.16,20.0,treatment,0,36.86
2819,40,Female,Organic Search,Basic,6,0.149,4.57,3.87,8.44,control,0,28.41
2820,34,Male,Social Ads,Gold,10,0.278,8.89,1.74,10.63,control,0,23.55
2821,41,Female,Social Ads,Basic,4,0.267,14.18,1.43,15.61,control,0,15.6
2822,27,Male,Social Ads,Basic,4,0.074,21.86,6.73,28.59,control,0,11.5
2823,18,Male,Referral,Gold,10,0.27,4.5,6.84,11.34,control,0,25.52
2824,55,Male,Referral,Silver,5,0.135,15.77,19.62,35.39,treatment,0,25.21
2825,50,Male,Organic Search,Silver,10,0.028,8.83,2.66,11.49,treatment,0,31.2
2826,29,Female,Social Ads,Basic,3,0.075,10.27,1.05,11.32,treatment,1,17.78
2827,35,Female,Organic Search,Gold,11,0.192,9.7,16.3,26.0,treatment,0,38.67
2828,26,Male,Organic Search,Basic,4,0.438,31.46,5.63,37.09,treatment,1,53.93
2829,51,Male,Influencer,Gold,11,0.196,9.61,5.05,14.66,treatment,1,53.74
2830,48,Male,Influencer,Basic,18,0.113,20.45,21.66,42.11,treatment,0,38.65
2831,46,Female,Organic Search,Silver,11,0.132,2.39,6.28,8.67,control,0,21.77
2832,51,Male,Organic Search,Gold,17,0.184,24.95,5.59,30.54,treatment,0,96.92
2833,60,Male,Organic Search,Basic,5,0.034,14.53,8.93,23.46,treatment,1,27.66
2834,56,Female,Referral,Gold,10,0.214,20.08,1.46,21.54,control,0,29.4
2835,38,Male,Referral,Basic,4,0.275,39.55,14.03,53.58,control,0,47.37
2836,50,Male,Organic Search,Silver,6,0.155,38.48,6.23,44.71,control,0,28.68
2837,48,Male,Influencer,Gold,17,0.303,15.04,4.1,19.14,control,0,54.19
2838,52,Male,Organic Search,Basic,18,0.142,11.94,3.18,15.12,control,0,57.2
2839,63,Female,Organic Search,Gold,24,0.356,7.66,1.32,8.98,treatment,1,101.18
2840,40,Female,Social Ads,Basic,4,0.035,2.88,1.41,4.29,treatment,1,25.2
2841,55,Female,Influencer,Basic,6,0.172,22.98,0.84,23.82,treatment,0,151.87
2842,45,Female,Influencer,Basic,6,0.098,4.52,2.72,7.24,control,0,46.86
2843,41,Male,Organic Search,Basic,4,0.083,5.24,5.69,10.93,control,0,12.37
2844,27,Male,Influencer,Silver,6,0.149,11.87,32.46,44.33,control,0,21.76
2845,32,Male,Referral,Basic,3,0.095,35.7,1.06,36.76,control,0,21.48
2846,36,Male,Referral,Gold,11,0.167,11.67,8.31,19.98,treatment,0,16.91
2847,64,Female,Social Ads,Basic,5,0.043,18.37,4.02,22.39,control,0,37.4
2848,35,Female,Influencer,Gold,12,0.282,5.04,5.03,10.07,control,1,46.78
2849,53,Female,Referral,Basic,8,0.286,18.6,4.35,22.95,control,0,59.66
2850,32,Female,Influencer,Gold,9,0.112,14.34,2.08,16.42,treatment,1,35.05
2851,31,Male,Organic Search,Silver,9,0.048,9.62,14.38,24.0,control,0,46.47
2852,46,Male,Organic Search,Basic,2,0.284,49.36,3.72,53.08,control,0,36.02
2853,64,Female,Organic Search,Basic,6,0.108,11.39,19.24,30.63,treatment,0,27.64
2854,33,Female,Influencer,Silver,10,0.063,4.21,4.3,8.51,treatment,1,26.07
2855,44,Male,Social Ads,Basic,5,0.146,6.14,4.44,10.58,control,0,19.9
2856,28,Female,Organic Search,Silver,14,0.04,27.2,17.54,44.74,control,0,51.62
2857,35,Male,Influencer,Gold,16,0.102,41.35,2.66,44.01,treatment,1,45.82
2858,28,Male,Social Ads,Silver,9,0.15,2.53,1.16,3.69,treatment,0,15.85
2859,38,Female,Social Ads,Basic,4,0.214,2.0,1.84,3.84,treatment,0,21.93
2860,33,Male,Social Ads,Silver,14,0.155,5.04,2.88,7.92,treatment,1,30.74
2861,26,Female,Organic Search,Basic,4,0.073,18.03,0.99,19.02,treatment,0,38.81
2862,24,Male,Organic Search,Silver,13,0.148,22.19,3.07,25.26,treatment,0,32.02
2863,26,Male,Organic Search,Basic,3,0.335,10.93,8.82,19.75,treatment,0,34.47
2864,42,Male,Influencer,Basic,9,0.159,8.5,13.73,22.23,control,0,37.17
2865,56,Male,Referral,Gold,12,0.088,2.96,4.62,7.58,treatment,1,22.31
2866,54,Male,Social Ads,Basic,2,0.173,12.6,11.77,24.37,control,0,17.13
2867,41,Male,Organic Search,Silver,8,0.361,3.06,11.3,14.36,control,0,20.51
2868,47,Female,Influencer,Silver,9,0.248,10.28,5.32,15.6,control,1,33.22
2869,49,Female,Influencer,Basic,9,0.264,3.25,16.63,19.88,treatment,0,45.27
2870,46,Male,Social Ads,Silver,7,0.045,3.69,0.66,4.35,treatment,1,22.37
2871,41,Female,Influencer,Silver,15,0.264,4.43,3.62,8.05,treatment,0,57.47
2872,49,Male,Referral,Basic,4,0.269,10.61,4.88,15.49,control,0,64.36
2873,34,Male,Influencer,Silver,6,0.233,19.27,4.66,23.93,control,1,41.97
2874,24,Male,Social Ads,Basic,5,0.094,14.44,13.09,27.53,treatment,0,12.58
2875,22,Male,Social Ads,Gold,13,0.095,18.44,4.03,22.47,control,0,15.2
2876,32,Male,Social Ads,Basic,10,0.214,13.27,5.46,18.73,treatment,0,19.34
2877,46,Male,Influencer,Basic,10,0.106,10.86,3.88,14.74,control,0,48.9
2878,39,Male,Social Ads,Basic,7,0.267,5.28,0.28,5.56,treatment,0,33.72
2879,23,Male,Referral,Basic,6,0.049,21.17,3.97,25.14,control,0,36.02
2880,33,Male,Organic Search,Basic,3,0.183,16.27,4.08,20.35,treatment,0,41.55
2881,56,Female,Organic Search,Basic,2,0.021,7.06,8.36,15.42,treatment,0,22.88
2882,51,Female,Organic Search,Basic,5,0.067,25.9,4.03,29.93,control,0,17.69
2883,35,Female,Organic Search,Gold,12,0.195,4.5,1.06,5.56,control,1,14.41
2884,35,Female,Organic Search,Gold,11,0.132,38.56,2.58,41.14,treatment,0,20.77
2885,39,Female,Organic Search,Gold,12,0.054,1.84,5.74,7.58,control,0,17.76
2886,45,Female,Organic Search,Silver,11,0.287,29.51,1.14,30.65,control,0,34.09
2887,50,Female,Social Ads,Silver,7,0.054,2.5,4.07,6.57,control,0,16.29
2888,46,Female,Referral,Basic,4,0.084,29.71,2.4,32.11,control,0,40.62
2889,31,Female,Organic Search,Silver,10,0.235,10.67,2.24,12.91,control,0,29.27
2890,53,Male,Influencer,Basic,12,0.223,7.65,0.94,8.59,control,1,52.26
2891,46,Male,Organic Search,Silver,17,0.192,17.16,5.68,22.84,treatment,0,27.12
2892,53,Female,Influencer,Basic,6,0.22,12.56,15.0,27.56,control,0,38.8
2893,50,Female,Organic Search,Basic,5,0.208,2.99,8.46,11.45,treatment,1,20.77
2894,45,Female,Organic Search,Basic,5,0.123,29.09,1.03,30.12,control,0,31.07
2895,44,Female,Social Ads,Basic,8,0.233,17.52,6.09,23.61,control,0,21.84
2896,43,Female,Social Ads,Basic,4,0.173,9.94,3.85,13.79,treatment,0,13.95
2897,51,Male,Influencer,Basic,2,0.129,9.97,3.46,13.43,treatment,0,25.76
2898,51,Male,Social Ads,Basic,5,0.333,8.8,7.72,16.52,treatment,0,19.46
2899,33,Male,Organic Search,Silver,6,0.259,24.88,2.74,27.62,control,0,19.56
2900,47,Female,Social Ads,Gold,16,0.258,20.03,6.53,26.56,treatment,0,41.67
2901,41,Female,Organic Search,Silver,7,0.23,13.27,1.07,14.34,treatment,0,32.48
2902,41,Male,Social Ads,Basic,4,0.389,14.51,12.61,27.12,control,0,34.03
2903,33,Female,Organic Search,Silver,14,0.129,4.22,1.96,6.18,treatment,0,19.88
2904,28,Female,Referral,Silver,11,0.208,37.34,2.96,40.3,treatment,0,25.73
2905,30,Female,Organic Search,Basic,4,0.146,2.93,0.5,3.43,treatment,0,43.29
2906,18,Female,Organic Search,Basic,8,0.207,10.59,4.81,15.4,treatment,0,18.61
2907,39,Female,Social Ads,Silver,6,0.183,21.32,10.6,31.92,control,0,9.8
2908,26,Female,Social Ads,Basic,8,0.499,8.54,2.36,10.9,control,0,38.57
2909,50,Female,Referral,Silver,7,0.224,11.98,2.67,14.65,control,0,23.59
2910,46,Female,Social Ads,Basic,2,0.258,3.62,11.82,15.44,control,0,19.95
2911,27,Female,Social Ads,Silver,10,0.172,9.75,9.16,18.91,control,0,19.76
2912,44,Male,Referral,Basic,6,0.085,17.52,1.2,18.72,treatment,0,35.17
2913,23,Female,Social Ads,Silver,10,0.058,6.88,7.7,14.58,treatment,1,23.72
2914,40,Female,Influencer,Basic,3,0.144,7.7,7.91,15.61,control,0,26.85
2915,66,Female,Referral,Silver,5,0.045,5.96,12.62,18.58,control,0,17.23
2916,41,Male,Organic Search,Silver,11,0.324,13.84,11.13,24.97,control,0,21.07
2917,29,Female,Referral,Silver,14,0.205,4.52,2.1,6.62,treatment,1,36.75
2918,21,Female,Organic Search,Silver,4,0.134,8.83,5.76,14.59,control,0,42.78
2919,53,Male,Organic Search,Basic,9,0.431,12.45,4.81,17.26,treatment,1,57.81
2920,42,Female,Organic Search,Basic,9,0.15,8.33,4.19,12.52,control,0,24.5
2921,33,Female,Organic Search,Gold,14,0.113,23.42,1.99,25.41,treatment,1,29.33
2922,55,Male,Social Ads,Basic,7,0.099,9.66,1.27,10.93,treatment,1,19.25
2923,43,Female,Social Ads,Silver,10,0.077,16.24,3.92,20.16,control,1,41.72
2924,56,Female,Referral,Basic,5,0.122,23.97,3.85,27.82,treatment,0,48.13
2925,25,Male,Organic Search,Basic,12,0.235,4.26,9.35,13.61,control,0,22.7
2926,31,Female,Organic Search,Silver,5,0.273,17.29,2.71,20.0,control,0,22.56
2927,46,Female,Social Ads,Basic,11,0.076,1.89,2.9,4.79,control,0,19.82
2928,38,Male,Organic Search,Basic,9,0.128,4.32,2.82,7.14,treatment,0,15.53
2929,42,Male,Organic Search,Silver,11,0.22,17.79,4.86,22.65,control,0,18.66
2930,18,Female,Influencer,Silver,12,0.061,9.07,6.44,15.51,control,0,56.33
2931,39,Male,Social Ads,Basic,6,0.274,0.89,5.26,6.15,control,0,11.08
2932,32,Male,Influencer,Basic,5,0.132,19.09,1.58,20.67,control,1,30.57
2933,20,Male,Influencer,Silver,11,0.205,9.42,4.04,13.46,treatment,1,34.22
2934,26,Male,Organic Search,Basic,7,0.232,9.78,3.01,12.79,control,0,22.53
2935,34,Female,Referral,Gold,11,0.122,10.56,19.12,29.68,control,1,59.56
2936,32,Male,Organic Search,Basic,2,0.071,17.23,4.84,22.07,treatment,0,17.42
2937,52,Male,Referral,Basic,8,0.17,12.18,2.47,14.65,treatment,0,33.39
2938,47,Female,Influencer,Basic,15,0.118,2.36,6.75,9.11,treatment,0,47.56
2939,18,Female,Organic Search,Basic,3,0.171,14.02,2.79,16.81,control,0,21.38
2940,43,Female,Organic Search,Basic,7,0.145,7.27,0.98,8.25,treatment,0,14.41
2941,32,Male,Influencer,Basic,5,0.097,9.52,1.62,11.14,treatment,1,35.47
2942,59,Female,Influencer,Basic,4,0.253,3.67,7.61,11.28,treatment,1,35.18
2943,60,Male,Influencer,Silver,6,0.122,18.28,6.88,25.16,treatment,0,20.63
2944,22,Female,Social Ads,Basic,1,0.118,4.99,2.82,7.81,treatment,0,12.93
2945,53,Male,Organic Search,Basic,5,0.021,8.46,0.62,9.08,treatment,0,22.72
2946,44,Male,Organic Search,Basic,8,0.228,5.55,3.84,9.39,treatment,0,23.74
2947,28,Male,Influencer,Basic,9,0.035,13.26,0.76,14.02,control,0,23.26
2948,22,Male,Social Ads,Silver,7,0.178,12.87,13.51,26.38,treatment,1,8.26
2949,25,Male,Referral,Basic,5,0.324,16.7,0.71,17.41,control,0,37.61
2950,52,Male,Influencer,Silver,19,0.39,3.32,0.41,3.73,treatment,1,38.36
2951,30,Female,Social Ads,Silver,6,0.422,20.68,6.08,26.76,treatment,0,20.77
2952,59,Male,Influencer,Basic,4,0.193,6.68,21.42,28.1,treatment,0,31.78
2953,41,Male,Influencer,Basic,5,0.122,13.24,1.37,14.61,control,0,25.23
2954,58,Female,Organic Search,Silver,13,0.214,8.69,0.96,9.65,control,1,32.9
2955,26,Female,Organic Search,Basic,2,0.18,14.02,1.43,15.45,control,0,12.48
2956,35,Male,Social Ads,Gold,14,0.036,19.33,13.86,33.19,treatment,1,49.26
2957,33,Female,Organic Search,Basic,11,0.134,26.63,3.46,30.09,control,0,29.07
2958,61,Female,Referral,Silver,10,0.132,11.67,4.65,16.32,treatment,1,31.84
2959,35,Female,Social Ads,Basic,3,0.121,3.39,1.01,4.4,control,1,14.52
2960,55,Female,Influencer,Silver,5,0.194,2.89,2.59,5.48,treatment,0,30.91
2961,18,Male,Social Ads,Basic,5,0.244,15.03,11.68,26.71,control,0,28.55
2962,49,Male,Referral,Silver,4,0.229,9.8,5.83,15.63,treatment,0,29.25
2963,51,Female,Referral,Basic,3,0.012,6.45,11.63,18.08,treatment,0,35.74
2964,26,Male,Social Ads,Basic,3,0.107,10.49,2.41,12.9,treatment,0,16.76
2965,63,Female,Referral,Basic,7,0.208,5.71,20.28,25.99,treatment,0,53.43
2966,44,Male,Organic Search,Silver,5,0.013,8.69,3.9,12.59,control,0,23.49
2967,39,Female,Organic Search,Basic,6,0.248,3.64,3.95,7.59,control,0,22.21
2968,46,Male,Organic Search,Gold,12,0.2,27.45,3.54,30.99,control,0,29.65
2969,49,Female,Organic Search,Basic,15,0.065,48.82,1.46,50.28,control,0,28.59
2970,30,Female,Referral,Basic,7,0.192,8.8,2.62,11.42,treatment,0,15.92
2971,34,Female,Organic Search,Basic,8,0.13,5.31,1.57,6.88,treatment,0,36.21
2972,18,Male,Organic Search,Basic,3,0.158,9.42,9.26,18.68,control,0,25.2
2973,35,Female,Social Ads,Silver,5,0.147,6.07,7.27,13.34,treatment,1,19.36
2974,43,Male,Organic Search,Silver,10,0.395,8.0,3.25,11.25,control,1,43.13
2975,27,Female,Social Ads,Basic,3,0.379,38.59,0.11,38.7,treatment,1,33.3
2976,25,Male,Referral,Basic,4,0.178,5.45,1.12,6.57,treatment,0,40.26
2977,41,Male,Organic Search,Silver,6,0.184,18.77,6.74,25.51,treatment,0,20.85
2978,42,Female,Organic Search,Basic,14,0.081,31.34,13.38,44.72,control,0,44.71
2979,26,Female,Referral,Basic,7,0.282,4.0,4.21,8.21,control,0,37.87
2980,20,Female,Referral,Silver,10,0.057,10.05,1.6,11.65,treatment,0,46.68
2981,47,Female,Social Ads,Silver,11,0.146,10.85,7.05,17.9,treatment,0,14.72
2982,45,Male,Influencer,Basic,2,0.058,12.03,5.52,17.55,treatment,1,33.87
2983,34,Female,Social Ads,Basic,2,0.058,27.62,6.09,33.71,treatment,0,25.2
2984,65,Female,Referral,Basic,2,0.024,18.96,15.67,34.63,control,0,38.84
2985,26,Female,Referral,Gold,11,0.234,4.35,4.19,8.54,control,0,29.6
2986,47,Female,Social Ads,Silver,12,0.262,6.22,9.05,15.27,control,0,20.54
2987,28,Male,Social Ads,Silver,6,0.023,8.47,4.0,12.47,control,0,13.51
2988,35,Female,Organic Search,Basic,5,0.016,7.44,16.51,23.95,treatment,0,16.29
2989,19,Male,Influencer,Basic,2,0.06,15.33,4.24,19.57,control,0,26.71
2990,49,Male,Social Ads,Basic,4,0.276,6.68,10.04,16.72,treatment,1,25.77
2991,52,Male,Organic Search,Basic,4,0.196,3.99,4.37,8.36,treatment,0,15.29
2992,28,Female,Organic Search,Basic,4,0.208,6.42,8.76,15.18,treatment,0,36.7
2993,64,Male,Social Ads,Silver,5,0.279,6.68,20.7,27.38,control,0,36.8
2994,29,Male,Social Ads,Silver,7,0.383,5.11,17.91,23.02,treatment,0,35.18
2995,52,Male,Social Ads,Basic,8,0.118,7.49,3.12,10.61,treatment,0,25.8
2996,44,Male,Social Ads,Silver,5,0.288,18.62,6.64,25.26,treatment,0,34.34
2997,49,Male,Referral,Basic,11,0.101,9.51,4.72,14.23,control,0,60.72
2998,25,Male,Social Ads,Gold,10,0.251,7.18,6.24,13.42,control,0,14.49
